development_family,model_label,outcome,sample_variant,term,coefficient,standard_error,ci_lower,ci_upper,p_value,estimation_n,psu_count,fe_region_count,weight_method,clustering_method,se_note
model_C_joint_household_community,joint_common_sample,haz,common_sample,country_admin_region_kenya::31,0.7344720192861158,0.10409540374547825,0.5304487769888226,0.938495261583409,1.716618615303338e-12,36040,4426,114,model_specific_equal_total_country_weight,cluster_robust_country_psu,baseline cluster-robust SE (statsmodels default)
model_C_joint_household_community,joint_common_sample,haz,common_sample,country_admin_region_kenya::32,0.5266955115533714,0.1204488890640945,0.29062002700988576,0.762770996096857,1.2267891018296884e-05,36040,4426,114,model_specific_equal_total_country_weight,cluster_robust_country_psu,baseline cluster-robust SE (statsmodels default)
model_C_joint_household_community,joint_common_sample,haz,common_sample,country_admin_region_kenya::33,0.6134164647939532,0.09600980112618414,0.42524071242377914,0.8015922171641272,1.6686213809473827e-10,36040,4426,114,model_specific_equal_total_country_weight,cluster_robust_country_psu,baseline cluster-robust SE (statsmodels default)
model_C_joint_household_community,joint_common_sample,haz,common_sample,country_admin_region_kenya::34,0.8249503456070748,0.12159273507356494,0.5866329640811673,1.0632677271329822,1.1645981453566586e-11,36040,4426,114,model_specific_equal_total_country_weight,cluster_robust_country_psu,baseline cluster-robust SE (statsmodels default)
model_C_joint_household_community,joint_common_sample,haz,common_sample,country_admin_region_kenya::35,0.5691953392193416,0.11179550538398134,0.3500801750332845,0.7883105034053988,3.554342917485408e-07,36040,4426,114,model_specific_equal_total_country_weight,cluster_robust_country_psu,baseline cluster-robust SE (statsmodels default)
model_C_joint_household_community,joint_common_sample,haz,common_sample,country_admin_region_kenya::36,0.561696086160918,0.1111655785139428,0.3438155559530305,0.7795766163688056,4.3540740784874805e-07,36040,4426,114,model_specific_equal_total_country_weight,cluster_robust_country_psu,baseline cluster-robust SE (statsmodels default)
model_C_joint_household_community,joint_common_sample,haz,common_sample,country_admin_region_kenya::37,0.9161858162627489,0.10945755772172551,0.7016529452924528,1.130718687233045,5.750194380013358e-17,36040,4426,114,model_specific_equal_total_country_weight,cluster_robust_country_psu,baseline cluster-robust SE (statsmodels default)
model_C_joint_household_community,joint_common_sample,haz,common_sample,country_admin_region_kenya::38,0.7387539796515113,0.10574245294887752,0.5315025802347901,0.9460053790682326,2.8212605856868055e-12,36040,4426,114,model_specific_equal_total_country_weight,cluster_robust_country_psu,baseline cluster-robust SE (statsmodels default)
model_C_joint_household_community,joint_common_sample,haz,common_sample,country_admin_region_kenya::39,0.7180333328662809,0.11723564804356186,0.48825568499668603,0.9478109807358758,9.085385086153874e-10,36040,4426,114,model_specific_equal_total_country_weight,cluster_robust_country_psu,baseline cluster-robust SE (statsmodels default)
model_C_joint_household_community,joint_common_sample,haz,common_sample,country_admin_region_kenya::40,1.0163462978159796,0.10372061396599297,0.8130576299882513,1.219634965643708,1.1383600634517912e-22,36040,4426,114,model_specific_equal_total_country_weight,cluster_robust_country_psu,baseline cluster-robust SE (statsmodels default)
model_C_joint_household_community,joint_common_sample,haz,common_sample,country_admin_region_kenya::41,0.6304102108106954,0.11742980720388292,0.40025201797960264,0.8605684036417881,7.943808959049272e-08,36040,4426,114,model_specific_equal_total_country_weight,cluster_robust_country_psu,baseline cluster-robust SE (statsmodels default)
